domains,count
countdown2040.com,134316
twitter.com,66753
alwaght.com,6414
uw2ezrtav0c7rcy2loi2sbiyh8irdwmqadi7p7yqok=.com,3823
tn.ai,3327
youtu.be,1985
t.me,915
bit.ly,880
d3waapp.org,765
fb.me,736
instagram.com,666
alalam.ir,649
du3a.org,648
yemenpress.org,621
goo.gl,615
youtube.com,525
mdn.tv,473
facebook.com,433
pscp.tv,402
ift.tt,347
rt.com,302
telegram.me,289
almasirah.net,248
khamenei.ir,243
parstoday.com,239
amzn.to,226
fllwrs.com,221
dlvr.it,212
lebanon2day.com,197
almanar.com.lb,195
sptnkne.ws,176
haaretz.co.il,174
10.tv,157
google.com,153
alahednews.com.lb,148
farsnews.com,138
nthnews.net,137
soundcloud.com,136
twimg.com,135
aparat.com,130
alghadeer.tv,130
fna.ir,124
qurani.tv,119
sayyidali.com,113
lualuatv.com,113
roshangari.ir,108
unfollowspy.com,99
almydan.net,92
mehrnews.com,91
ansarollah.com,80
buff.ly,77
tiny.cc,75
ypagency.net,71
dgto.ir,68
theiranproject.com,66
knzmuslim.com,65
dailymedicalinfo.com,64
da7ye.com,64
ow.ly,62
yon.ir,59
ln.is,57
imamhussain.org,56
is.gd,55
visitantes.tk,52
sumall.com,51
journal-lb.com,49
alnahdanews.com,49
aljadeed.tv,47
hekm.co,47
ptv.io,44
sputniknews.com,44
rotter.net,42
bbc.com,41
theguardian.com,40
cnn.it,39
independent.co.uk,38
ibenalnajaf.com,37
choobmesvak.com,36
ghared.com,36
7snah.com,36
7asnat.com,36
palinfo.com,36
yjc.ir,36
tasnimnews.com,35
vatanemrooz.ir,34
raialyoum.com,34
shiaprayersq8.com,33
haaretz.com,32
reuters.com,32
cnn.com,31
almshhadalyemeni.com,31
untdown2040.com,30
nbn.com.lb,30
almshhadalyemeni.net,30
isna.ir,30
shar.es,29
nytimes.com,28
alwasatnews.com,28
7asnh.com,27
alsumaria.tv,27
maariv.co.il,27
turkpress.co,27
al-akhbar.com,27
alwehdanews.com,26
khaberni.com,26
tl.gd,25
periscope.tv,25
alkafeel.net,24
zad-muslim.com,24
bonyana.ir,23
imam-khomeini.ir,22
cmmt.ir,22
mashreghnews.ir,21
washingtonpost.com,20
presstv.ir,20
presstv.com,20
non14.net,20
nabaa.tv,19
wikipedia.org,19
snn.ir,19
irna.ir,19
truthngo.org,18
paltimes.ps,18
addiyar.com,18
bbc.in,18
yosef2015.tk,18
313.ninja,17
hill.cm,17
iuvmpress.com,17
arabi21.com,17
al-abdal.tk,17
vine.co,17
tabeebi.net,16
walla.co.il,16
myftp.biz,16
abna24.com,16
huffingtonpost.com,16
dw.com,16
tinyurl.com,15
r00tnetwork.org,15
alalamtv.net,15
themarker.com,15
timesofisrael.com,14
ahtribune.com,14
fardanews.com,14
khl.ink,14
no-ip.org,14
aliases.site,14
nabdapp.com,14
wikileaks.org,14
aja.me,14
qomnews.ir,14
booking.com,13
f24.my,13
wp.me,13
erfan.ir,13
wordpress.com,13
dnn-leb.com,13
tarjomaan.com,12
blog.ir,12
blogspot.com,12
sarahah.com,12
tweepsmap.com,12
foreignpolicy.com,12
hrw.org,12
pressiraq.net,12
sahafah24.net,12
mshrgh.ir,12
mezani.net,12
atashzar.ir,12
burathanews.com,12
shafaqna.com,12
athkare.com,11
digiato.com,11
alansaar.net,11
bloomberg.com,11
ksu.edu.sa,11
porsemani.ir,11
mirataljazeera.org,11
mintpressnews.com,10
sayat.me,10
usjournal.net,10
jpost.com,10
bbc.co.uk,10
alfeker.net,10
farda.fr,10
aje.io,10
irib.ir,10
wenoor.com,10
almajdnews.com,10
