hashtags,count
DramaQueenNawaz,707
SCServesJustice,707
PSLJunoon,706
design,704
النهضة,704
culture,704
چور_اچکے_بمقابلہ_آئین,703
تلگرام,702
سوریه_نتیجه_مقاومت,702
NA120,699
ایک_تھا_قطری,698
music,697
books,697
QudsDay2017,696
Ideal_Woman,696
WhyDieselBetraysKashmir,696
امام_حسن_عسکری,695
AfgShouldActAgainstTerror,695
عمران_محسن_شیطان,691
SlavesOfMaryamNawaz,689
LetsTalkAboutPakistan,689
WajidJITandPakistan,689
LetsUniteToSaveMuslims,689
نیازی63_62,689
architecture,687
JCPOA,686
لیڈر_صرف_کپتان,684
NawazVsShehbaz,684
LETSFIGHTTERRORISM,684
ImranVSAll,683
یاصاحب_الزمان,682
نواز_چور_تلاشی_دو,682
نصف_عام_من_التنكيل,679
السيسي,677
برای_حسین,675
سلام_عدلیہ,674
HumanRights,673
شیر_نہیں_گیدڑ,672
money,672
TenYearsOfShamDemocracy,670
PakistanZindabadMovement,670
Love,669
business,665
ReviveEthicsInPolitics,665
summer,664
StopAbuse,663
HungerGamesByPMLN,663
SaluteToCJP,662
Delhi,662
NoToUSTerrorismOnYemen,662
نون_کی_سیاسی_موت,660
NiaziKoArrestKero,659
فزت_و_رب_الکعبه,659
INDIGENOUS,658
صراطِ_مستقیم,658
میرا_انعام_پاکستان,657
SupportIKBecause,656
amazing,655
تا۱۴۰۰باروحانی,653
KashmirNeedsFreedom,653
العوامية,652
راحیل_بنو_ریال_شریف_نہیں,652
Arbaeen,652
MujhayKyunNikala,651
AlQuds,651
عسير,651
GTRoadکپتان_کی_موت,648
JNU,648
NationRejectStatusQuo,648
FreeYasinMalik,648
پکا_نااہل_شریف,647
dogs,646
jordantimes,645
standupforteamgreen,644
sunni,643
كاريكاتير,642
70YearsOfIndianBrutality,641
BuryCorruptionInElection,640
HumSabKaPakistan,639
مریم_کی_بونگیاں,639
ایک_کپتان_سب_کی_جان,637
NawazUcantDelayUrFate,637
SultaneKhurasan,637
KuisMyIndiHome,636
ChemicalWeaponsInKashmir,636
NABinvestigateSaadRafique,635
EducatePakistanWithPTI,635
MianDramaSharif,635
life,634
ThankYouSaqibNisar,633
PakWantsPeaceInAfg,633
KashmirSolidarityDay,632
DengueLeague,631
فلسطین,631
PakSalutesRashidMinhas,630
Article6ForNawaz,629
FallOfSharifEmpire,629
آئین_نہیں_کرتوت_بدلو,629
Alarabiya,628
قیام_امام_حسین,626
ArrestQatilSharif,625
NeverForgetSabraShatila,624
ذلت_کا_نشان_نواز,624
JustBelieveInKhan,623
ببلو_اشتہاری_ہوگیا,622
تهران,621
WellDonePunjabPolice,621
کسبی_کےہاتھ_تسبیح,620
Modi,620
WeSupportDrShahid,619
مالشیاپالشیاسکواڈ,618
OurArmyOurPride,618
ThankYouNasirDurrani,617
Tech,617
IKIsOnNervesOfNawaz,616
القدس_عاصمه_فلسطين,615
أهل_البیت,615
SupportIKForNayaPak,614
Terrorism,614
OneOfMyFav,614
NationStandsWithKaptaan,614
اوقات_میں_رہو_فسادیو,613
ShowBazDrameyBaz,613
ImamJafarSadiq,612
پاک_فوج_امن_کا_نشان,611
جشن_مولود_کعبہ,610
NorthKorea,609
WhyWeHateNawaz,609
کپتان_اُمید_پاکستان,609
SaveEdhiFoundation,608
NotMyPresident,607
UnnamedSourcesOfOurMedia,607
NoElectionWithoutReforms,606
GE2017,604
JusticeForDrFiza,603
نواز_زردای_نوراکشتی,603
PTIIslamabadJalsa,603
AlQudsDay,602
پاکستان,602
IHateIndiaBecause,601
روسيا,601
میڈیاگردی,600
HangZainabRapistPublicly,600
PanamaReturns,598
غدارنواز,598
SecureYourFuture,597
ویلکم_ٹو_اڈیالہ_چور_نواز,596
VictoryOfIslamMubahila,596
StoryOfTwoAmbassadors,596
افريقيا,595
StepDownCorruptSharif,595
شکرا_العراقین,595
العدوان,595
TributeToBurhanWani,594
Husain4All,594
العالم,593
RoleModelJinnah,592
BiryaniKhaoJalsaSajao,592
تمہیں_نکالا_کیونکہ,592
GossipGirlAhmadNorani,591
Hebron,591
ThankYouImranKhan,590
صفاقس,590
